Country,Year,Month,Branch,Position,Name,Status,Gender,File,CIA Updated,Created
Cook Islands,2020,May,NA,Min. of Environment Services,Robert TAPAITAU,Titular,NA,May2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Cook Islands,2020,May,NA,Min. of Finance Management,Mark BROWN,Titular,NA,May2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Cook Islands,2020,May,NA,Min. of Foreign Affairs,Henry PUNA,Titular,NA,May2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Cook Islands,2020,May,NA,Min. of Health,Rose BROWN,Titular,NA,May2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Cook Islands,2020,May,NA,Min. of Infrastructure Cook Islands,Robert TAPAITAU,Titular,NA,May2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Cook Islands,2020,May,NA,Min. of Internal Affairs & Police,Albert NICHOLAS,Titular,NA,May2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Cook Islands,2020,May,NA,Min. of Justice,Rose BROWN,Titular,NA,May2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Cook Islands,2020,May,NA,Min. of Marine Resources,Henry PUNA,Titular,NA,May2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Cook Islands,2020,May,NA,Min. of Outer Islands,Henry PUNA,Titular,NA,May2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Cook Islands,2020,May,NA,Min. of Outer Islands Special Projects,Robert TAPAITAU,Titular,NA,May2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Cook Islands,2020,May,NA,Min. of Transport,Robert TAPAITAU,Titular,NA,May2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Cook Islands,2020,May,NA,Attorney Gen.,Henry PUNA,Titular,NA,May2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Costa Rica,2020,May,NA,Pres.,Carlos ALVARADO Quesada,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,First Vice Pres.,Epsy CAMPBELL Barr,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Second Vice Pres.,Marvin RODRIGUEZ Cordero,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Agriculture & Livestock,Renato ALVARADO Rivera,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Communication,Mauricio HERRERA Ulloa,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Culture & Youth,Sylvie DURAN Salvatierra,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,"Min. of Economy, Industry, & Trade",Victoria HERNANDEZ Mora,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Education,Giselle CRUZ Maduro,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Environment & Energy,Carlos Manuel RODRIGUEZ Echandi,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Finance,Rodrigo CHAVES,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Foreign Relations,Rodolfo SOLANO,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Foreign Trade,Dyala JIMENEZ Figueres,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Health,Giselle AMADOR Munoz,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Housing,Maria CAMPOS,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Human Development & Social Inclusion,Emilio Arias RODRIGUEZ,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Justice,Marcia GONZALEZ Aguiluz,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Labor & Social Security,Geannina DINARTE Romeros,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Planning & Economic Policy,Pilar GARRIDO Gonzalo,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of the Presidency,Victor MORALES Mora,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,"Min. of Public Security, Govt., & Police",Michael SOTO Rojas,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Public Works & Transportation,Rodolfo MENDEZ Mata,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Science & Technology,Luis Adrian SALAZAR Solis,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Social Welfare,Maria FULMEN Salazar Elizondo,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Sports,Hernan SOLANO,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Tourism,Maria Amalia REVELO Raventos,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Min. of Women's Issues,Patricia MORA,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Attorney Gen.,Emilia NAVAS,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,"Pres., Central Bank",Rodrigo CUBERO,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,Ambassador to the US,Roman MACAYA Hayes,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Costa Rica,2020,May,NA,"Permanent Representative to the UN, New York",Rodrigo CARAZO Zeledon,Titular,NA,May2020ChiefsDirectory.pdf,6-Feb-20,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Pres.,Alassane Dramane OUATTARA,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Vice Pres.,Daniel Kablan DUNCAN,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. to the Pres. of the Republic & Chief of Staff of the Presidency,Fidele SARASSORO,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. to the Pres. of the Republic in Charge of Defense,Hamed BAKAYOKO,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. to the Pres. of the Republic in Charge of Relations With Republican Institutions,Jeannot AHOUSSOU-KOUADIO,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. in Charge of Presidential Affairs,Tene Birahima OUATTARA,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Sec. Gen. of the Presidency of the Republic,Patrick ACHI,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Prime Min.,Amadou Gon COULIBALY,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Agriculture & Rural Development,Mamadou Sangafoa COULIBALY,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Animal Husbandry & Fisheries,Kobena Kouassi ADJOUMANI,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Budget & State Investment,Amadou Gon COULIBALY,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Civil Service & Admin. Reform,Issa COULIBALY,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,"Min. of Communication, Digital Economy, & Post & Govt. Spokesperson",Bruno Nabagne KONE,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,"Min. of Construction, Housing, Sanitation, & Urban Affairs",Claude Isaac DE,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Culture & Francophone Affairs,Maurice Kouakou BANDAMA,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Defense,Alassane Dramane OUATTARA,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Economic Infrastructure,Amede Koffi KOUAKOU,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Economy & Finance,Adama KONE,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Employment & Social Protection,Jean Claude KOUASSI,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,"Min. of Environment, Sustainable Development, & Hygiene",Anne Desiree OULOTO,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Foreign Affairs,Marcel AMON-TANOH,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Handicrafts & Promotion of Small & Medium-Sized Enterprises,Souleymane DIARRASSOUBA,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Health & Public Sanitation,Raymonde Goudou COFFIE,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Higher Education & Scientific Research,Ramata Ly-BAKAYOKO,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Industry & Mining,Jean-Claude BROU,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Interior & Security,Sidiki DIAKITE,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Justice & Human Rights & Keeper of the Seals,Sansan KAMBILE,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,"Min. of National Education, Technical Education, & Professional Training",Kandia Kamissoko CAMARA,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,"Min. of Oil, Energy, & the Development of Renewable Energies",Thierry TANOH,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Planning & Development,Niale KABA,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Public Service & Admin. Reform,Pascal Abinan KOUAKOU,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Sports & Leisure,Francois Albert AMICHIA,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Tourism,Siandou FOFANA,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Transport,Amadou KONE,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Min. of Water & Forestry,Alain Richard DONWAHI,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,"Min. of Women, Family, & Child Protection",Mariatou KONE,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,"Min of Youth Promotion, Youth Employment, & Civic Service",Sidi Tiemoko TOURE,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,Ambassador to the US,Daouda DIABATE,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Cote d'Ivoire,2020,May,NA,"Permanent Representative to the UN, New York",Kacou Houadja Leon ADOM,Titular,NA,May2020ChiefsDirectory.pdf,16-Jul-19,10/13/2021 3:35
Croatia,2020,May,NA,Pres.,Zoran MILANOVIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Prime Min.,Andrej PLENKOVIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Dep. Prime Min.,Davor BOZINOVIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Dep. Prime Min.,Zdravko MARIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Dep. Prime Min.,Damir KRSTICEVIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Dep. Prime Min.,Predrag STROMAR,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Admin.,Ivan MALENICA,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Agriculture,Marija VUCKOVIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Construction & Physical Planning,Predrag STROMAR,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Culture,Nina OBULJEN,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Defense,Damir KRSTICEVIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,"Min. of Demographics, Family, Youth, & Social Policy",Vesna BEDEKOVIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Economy & Entrepreneurship,Darko HORVAT,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Entrepreneurship & Trade,Martina DALIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Environmental & Nature Protection & Energy,Tomislav CORIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Finance,Zdravko MARIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Foreign & European Affairs,Gordan GRLIC-RADMAN,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Health,Milan KUJUNDZIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Interior,Davor BOZINOVIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Justice,Drazen BOSNJAKOVIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Labor & Pension System,Josip ALADROVIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,"Min. of Maritime Affairs, Transport, & Infrastructure",Oleg BUTKOVIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Regional Development & European Funds,Marko PAVIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,"Min. of Science, Education, & Sports",Blazenka DIVJAK,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of Tourism,Gari CAPPELLI,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Min. of War Veterans,Tomislav MEDVED,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,"Governor, Croatian National Bank",Boris VUJCIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,Ambassador to the US,Pjer SIMUNOVIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Croatia,2020,May,NA,"Permanent Representative to the UN, New York",Ivan SIMONOVIC,Titular,NA,May2020ChiefsDirectory.pdf,14-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Pres. of the Republic,Miguel DIAZ-CANEL Bermudez,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Vice Pres. of the Republic,Salvador VALDES Mesa,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Prime Min.,Manuel MARRERO Cruz,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Dep. Prime Min.,Ricardo CABRISAS Ruiz,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Dep. Prime Min.,Ines CHAPMAN Waugh,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Dep. Prime Min.,Alejandro GIL Fernandez,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Dep. Prime Min.,Roberto MORALES Ojeda,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Dep. Prime Min.,Jorge TAPIA Fonseca,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Dep. Prime Min.,Ramiro VALDES Menendez,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Agriculture,Gustavo RODRIGUEZ Rollero,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Communication,Jorge PERDOMO Di-Lella,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Construction,Rene MESA Villafana,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Culture,Alpidio ALONSO Grau,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Domestic Trade,Betsy DIAZ Velazquez,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Economy & Planning,Alejandro GIL Fernandez,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Education,Ena VELAZQUEZ Cobiella,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Energy & Mines,Livan ARRONTE Cruz,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Finance & Prices,Meisi BOLANOS Weiss,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of the Food Industry,Manuel SOBRINO Martinez,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Foreign Relations,Bruno RODRIGUEZ Parrilla,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Foreign Trade & Investment,Rodrigo MALMIERCA Diaz,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Higher Education,Jose SABORIDO Loidi,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Industries,Eloy ALVAREZ Martinez,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Interior,"Julio GANDARILLA Bermejo, Vice Adm.",Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Justice,Oscar SILVEIRA Martinez,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Labor & Social Security,Martha FEITO Cabrera,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Public Health,Jose PORTAL Miranda,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of the Revolutionary Armed Forces,"Leopoldo CINTRA FRIAS, Corps Gen.",Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,"Min. of Science, Technology, & Environment",Elba PEREZ Montoya,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Tourism,Juan Carlos GARCIA Granda,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Min. of Transportation,Eduardo RODRIGUEZ Davila,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,"Dir., Cuban Radio & Television Institute",Alfonso NOYA Martinez,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,"Dir., National Sports, Physical Education, & Recreation Institute",Osvaldo VENTO Montiller,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,"Dir., National Water Resources Institute",Antonio RODRIGUEZ Rodriguez,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Attorney Gen.,Yamila PENA Ojeda,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,Comptroller Gen.,Gladys BEJERANO Portela,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,"Pres., Central Bank of Cuba",Martha WILSON Gonzalez,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cuba,2020,May,NA,"Permanent Representative to the UN, New York",NA,Titular,NA,May2020ChiefsDirectory.pdf,7-Feb-20,10/13/2021 3:35
Cyprus,2020,May,NA,Pres.,Nikos ANASTASIADIS,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,"Min. of Agriculture, Rural Development, & Environment",Kostas KADIS,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,Min. of Defense,Savvas ANGELIDIS,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,Min. of Education & Culture,Prodromos PRODROMOU,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,"Min. of Energy, Commerce, & Industry",Georgios LAKKOTRYPIS,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,Min. of Finance,Konstantinos PETRIDIS,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,Min. of Foreign Affairs,Nikos CHRISTODOULIDIS,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,Min. of Health,Konstantinos IOANNOU,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,Min. of Interior,Nikos NOURIS,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,Min. of Justice & Public Order,Ionas NIKOLAOU,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,"Min. of Labor, Welfare, & Social Insurance",Zeta AIMILIANIDOU,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,"Min. of Transport, Communications, & Works",Giannis KAROUSOS,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,Government Spokesman,Kyriakos KOUSIOS,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,"Governor, Central Bank of Cyprus",Konstantinos IRODOTOU,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,Ambassador to the US,Marios LYSIOTIS,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Cyprus,2020,May,NA,"Permanent Representative to the UN, New York",Andreas MAVROGIANNIS,Titular,NA,May2020ChiefsDirectory.pdf,4-Dec-19,10/13/2021 3:35
Czechia,2020,May,NA,Pres.,Milos ZEMAN,Titular,NA,May2020ChiefsDirectory.pdf,5-May-20,10/13/2021 3:35
Czechia,2020,May,NA,Prime Min.,Andrej BABIS,Titular,NA,May2020ChiefsDirectory.pdf,5-May-20,10/13/2021 3:35
