First Name,ga_first_name,ga_gender,ga_accuracy,ga_samples
Augustin,Augustin,male,100,79
Alioune,Alioune,male,99,1381
Abdou Latif,Abdou Latif,male,100,11
Aminata Angelique,Aminata Angelique,female,98,1192
Mame Thierno,Mame Thierno,male,100,32
Oumar,Oumar,male,99,1475
Ndeye Ramatoulaye Gueye,Ndeye Ramatoulaye Gueye,female,81,1206
Abdoulaye Diouf,Abdoulaye Diouf,male,97,3086
Mary Teuw,Mary Teuw,male,100,2
Abdoulaye Daouda,Abdoulaye Daouda,male,99,3732
Aly Ngouille,Aly Ngouille,male,97,403
Khoudia,Khoudia,female,99,113
Ismaila Madior,Ismaila Madior,male,99,490
Samba,Samba,male,98,977
Aminata Mbengue,Aminata Mbengue,female,94,1216
Aissatou Sophie,Aissatou Sophie,female,99,1010
Serigne Mbaye,Serigne Mbaye,male,100,39
Mansour Elimane,Mansour Elimane,male,99,787
Matar,Matar,male,99,458
Yaya Abdoul,Yaya Abdoul,male,97,625
Mame Mbaye,Mame Mbaye,male,91,11
Diene Farba,Diene Farba,male,86,116
Mansour,Mansour,male,98,640
Ndeye Saly Diop,Ndeye Saly Diop,female,68,1368
Pape Gorgui,Pape Gorgui,male,100,3
Souleymane Jules,Souleymane Jules,male,100,7
Moustapha Lo,Moustapha Lo,male,98,1838
Birima,Birima,male,97,35
Abdou Ndene,Abdou Ndene,male,100,2
Momar,Momar,male,99,469
Cheikh,Cheikh,male,98,2952
Rasim,Rasim,male,92,25
Zorana,Zorana,female,97,174
Branislav,Branislav,male,100,762
Vladan,Vladan,male,100,654
Jadranka,Jadranka,female,98,126
Sinisa,Sinisa,male,100,509
Zlatibor,Zlatibor,male,100,27
Nela,Nela,female,99,72
Branko,Branko,male,98,813
Vanja,Vanja,female,72,364
Slavica,Slavica,female,98,507
Jorgovanka,Jorgovanka,female,100,2
Djerdj,Djerdj,male,100,5
Wallace,Wallace,male,100,2
Jean-Paul,Jean-Paul,male,100,10
Mitcy,Mitcy,female,83,6
Macsuzy,,,,
Maurice,Maurice,male,97,13212
Idith,Idith,female,75,4
Caroline,Caroline,female,100,4
Julius Maada,Julius Maada,male,95,19
Mohamed Juldeh,Mohamed Juldeh,male,99,402
Robert Tamba Michael,Robert Tamba Michael,male,98,127
Alhaji Kanja,Alhaji,male,98,48
Jacob Jusu,Jacob Jusu,male,100,22
Alie,Alie,male,100,25
Charles Francis,Charles Francis,male,100,91
Adekunle Joliff Milton,Milton,male,100,13
Emma,Emma,female,80,5
Morie,Morie,male,100,6
Foday,Foday,male,100,46
Alpha Osman,Alpha Osman,male,98,96
Baindu,Baindu,female,100,4
Aiah,Aiah,male,100,22
Memunatu,Memunatu,female,100,8
Peter Bayuku,Peter,male,100,40
Kabineh,Kabineh,male,75,4
Raymond Ernest Denison de Souza,Raymond Ernest,male,100,38
Abu Abu,Abu,male,100,51
Haja Isata,Haja Isata,female,96,27
Patrick Saidu,Patrick Saidu,male,99,100
Bockari Kortu,,,,
Vandi Chidi,Vandi,male,100,6
Yacob,Yacob,male,75,4
Hsien Loong,Hsien Loong,male,77,13
Tharman,Tharman,male,75,4
Swee Keat,Swee Keat,male,69,13
Boon Wan,Boon Wan,male,83,231
Chee Hean,Chee,male,88,58
S.,S.,male,86,7
Grace  Hai Yen,Hai Yen,female,61,56
Eng Hen,Eng Hen,male,80,44
Ye Kung,Ye Kung,male,94,65
Zulkifli,Zulkifli,male,100,21
Vivian,Vivian,female,98,133
Kim Yong,Kim Yong,male,100,4
K.,K.,male,83,6
K.,K.,male,83,6
Josephine,Josephine,female,99,89
Chun Sing,Chun,male,74,27
Indranee,Indranee,female,100,9
Chee Meng,Chee Meng,male,100,6
Ashok Kumar,Ashok Kumar,male,99,187
Burhan,Burhan,male,96,10719
Gabriela,Gabriela,female,98,1773
Lubica,Lubica,female,98,754
Denisa,Denisa,female,99,1342
Gabor,Gabor,male,98,57
Arpad,Arpad,male,96,45
Jozef,Jozef,male,99,6308
Frantisek,Frantisek,male,99,452
Borut,Borut,male,99,356
Miro,Miro,male,99,162
Karl,Karl,male,100,26
Dejan,Dejan,male,100,751
Andreja,Andreja,female,99,511
Maja,Maja,female,98,1009
Irena,Irena,female,99,490
Mateja,Mateja,female,99,647
Milojka,Milojka,female,100,10
Anja Kopac,Anja,female,99,535
Alenka,Alenka,female,96,381
Gorazd,Gorazd,male,98,166
Bostjan,Bostjan,male,99,248
Stanislav,Stanislav,male,98,59
Darja,Darja,female,99,285
Manasseh Damukana,Manasseh,male,98,178
Manasseh,Manasseh,male,98,178
Maeue Augustine Auga,Augustine,male,100,2
Clezy,Clezy,female,75,4
Peter Shanel,Peter,male,100,10
Bartholomew,Bartholomew,male,99,186
John Moffat,John,male,100,19
Culwick,,,,
Harry,Harry,male,100,2
Nesto,Nesto,male,92,90
Jeremiah,Jeremiah,male,99,4279
Ishmael Mali,Ishmael,male,100,2
Dickson Mua,Dickson,male,75,4
Makario,Makario,male,95,21
Willie Bradford,Willie,male,100,3
Rexon Annex,Rexon Annex,male,77,65
Anthony Kamutulaka,Anthony,male,100,2
Fredrick,Fredrick,male,99,7237
Duddley,Duddley,male,100,2
Freda     Tuki,Freda,female,75,4
Denton,Denton,male,96,155
Mohamed Abdullahi Mohamed,Mohamed Abdullahi Mohamed,male,97,828
Hassan Ali,Hassan Ali,unknown,50,2
Mahdi Ahmed Guled,Mahdi Ahmed Guled,male,99,237
Said Hussein,Said Hussein,male,100,47
Mohamed Abdullahi,Mohamed Abdullahi,male,100,3
Abdirahman Hosh,Abdirahman,male,99,79
Abdirashid Abdullahi Mohamed,Abdirashid Abdullahi Mohamed,male,97,452
Abdirahman Dahir,Abdirahman Dahir,male,99,91
Salim Aliyow,Salim,male,100,2
Abdirahman  Beileh,Abdirahman,male,99,79
Abdirahman Mohamed Abdi,Abdirahman Mohamed Abdi,male,97,558
Yusuf  Omar,Yusuf Omar,male,97,59
Fowzia Abikar,Fowzia Abikar,female,92,39
Abdirahman Omar Osman,Abdirahman Omar Osman,male,99,138
Abdi Farah Said,Abdi Farah Said,male,95,120
Abukar Islow,Abukar,male,100,14
Hassan  Haji,Hassan Haji,male,96,91
Salah Ahmed,Salah Ahmed,male,99,231
Sheikhnuur Mohamed,Mohamed,male,97,389
Abdirashid Mohamed,Abdirashid Mohamed,male,97,402
Gamal Mohamed,Mohamed,male,97,389
Marian  Jama,Jama,male,100,11
Abdi  Hassan,Abdi Hassan,male,96,178
Abdullahi Sheikh  Siraji,Abdullahi,male,98,50
Maryan  Ahmed,Maryan Ahmed,male,97,229
Iiman Abdullahi,Abdullahi,male,98,50
Khadra Ahmed,Khadra Ahmed,male,96,233
Deqa  Haji Yusuf,Haji Yusuf,male,93,29
Khadija Mohamed,Mohamed,male,97,389
Bashir Isse,Bashir Isse,male,100,21
Ahmed Issa,Ahmed Issa,male,99,230
Elmi Ahmed,Elmi Ahmed,male,99,229
Matamela Cyril,Matamela Cyril,male,99,152
Thoko,Thoko,female,89,82
Angie,Angie,female,98,261
Stella,Stella,female,95,154
Nkosazana,Nkosazana,female,100,14
Nosiviwe,Nosiviwe,female,100,12
Barbara,Barbara,female,99,254
Thulas,Thulas,male,67,24
Zwelini,,,,
Blade,Blade,male,100,94
Aaron,Aaron,male,99,189
Lindiwe,Lindiwe,female,99,491
Naledi,Naledi,female,91,171
Gwede,Gwede,male,75,4
Bhekokwakhe  Bheki,Bhekokwakhe Bheki,male,99,339
Pravin,Pravin,male,100,16
Senzo,Senzo,male,96,249
Khumbudzo,Khumbudzo,male,64,11
Nathi,Nathi,male,93,311
Ayanda,Ayanda,unknown,50,994
Nkhensani,Nkhensani,female,85,48
Ebrahim,Ebrahim,male,99,250
Fikile,Fikile,female,79,237
Jackson,Jackson,male,92,177
Maite,Maite,female,91,32
Elias Lesetja,Elias Lesetja,male,99,212
Mninwa Johannes,Johannes,male,100,469
Jerry,Jerry,male,97,335
Salva  Mayardit,Salva,female,75,4
Deng Gai,Deng,male,96,26
James Wani,James Wani,male,98,46
Onyoti Adigo,Adigo,male,57,7
Martin Elia,Martin Elia,male,100,28
Nadia Arop,Nadia,female,97,32
Kuol  Juuk,Kuol,male,100,2
Dhieu  Diing,Diing,male,100,2
Salvatore Garang,Garang,male,100,4
Awut Deng,Deng,male,96,26
Jemma Nunu,Jemma Nunu,female,84,2177
Deng Hoc,Deng,male,96,26
Riek Gai,Riek,male,100,3
Yien,Yien,male,53,30
Hussein Mar,Hussein Mar,male,98,109
Michael Makuei,Michael,male,95,21
Michael Tiangjiek,Michael,male,95,21
Paulino  Onango,Paulino,male,75,4
Alfred Lado,Alfred Lado,male,100,10
James Jenga,James,male,97,37
Gabriel Thokuj,Gabriel,male,100,13
Mayik Ayii,Mayik Ayii,male,62,21
Obuto Issac Mamur,Obuto Issac Mamur,male,100,3887
Peter  Gbandi,Peter,male,98,47
Awow Daniel  Deng,Daniel Deng,male,98,58
Simon Mijok,Simon,male,100,16
Paul  Akec,Paul,male,94,17
John  Jok,John Jok,male,100,73
Sofia,Sofia,female,100,3
Alfred Akuoch,Alfred,male,100,6
Dier Tong,Dier Tong,male,77,2183
Philip Jada,Philip Jada,male,100,12
Akuei Bona,Bona,female,63,8
Felipe,Felipe,male,98,4897
Pedro  Perez-Castejon,Pedro,male,98,41613
Maria del Carmen  Poyato,Maria Del Carmen,female,97,93655
Luis  Puchades,Luis,male,99,43667
Jose  Cabrera,Jose Cabrera,male,97,67371
Margarita  Fernandez,Margarita Fernandez,female,95,2447
Teresa  Rodriguez,Teresa Rodriguez,female,97,6507
Nadia  Santamaria,Nadia Santamaria,female,97,2042
Maria Isabel  Dieguez,Maria Isabel Dieguez,female,97,81623
Maria Jesus  Cuadrado,Maria Jesus Cuadrado,female,69,95440
Josep  Fontelles,Josep,male,99,5169
Maria Luisa  Roces,Maria Luisa,female,97,71228
Reyes  Illera,Reyes,female,84,1082
Fernando   Gomez,Fernando Gomez,male,99,22635
Dolores  Garcia,Dolores Garcia,female,90,1724
Magdalena  Cordero,Magdalena Cordero,female,98,901
Jose Luis  Meco,Jose Luis Meco,male,98,111030
Pedro Francisco,Pedro Francisco,male,100,17
Maritxell  Lamana,Maritxell,female,75,4
Luis Maria  de Castro,Luis Maria de Castro,female,60,111266
Santiago  Ansorena,Santiago,male,99,5295
Agustin  Maraver,Agustin,male,98,3240
Gotabaya,Gotabaya,male,75,4
Mahinda,Mahinda,male,100,90
Arumugam,Arumugam,male,92,12
Thilak,Thilak,male,98,58
Dulles,Dulles,male,100,5
S.,S.,male,96,23
Dinesh,Dinesh,male,99,441
Pavithra,Pavithra,female,70,84
Bandula,Bandula,male,99,71
Prasanna,Prasanna,male,98,258
Wimal,Wimal,male,100,28
Chamal,Chamal,male,100,61
Nimal Siripala,Nimal,male,100,103
S.,S.,male,96,23
Ramesh,Ramesh,male,99,129
Janaka Bandara,Janaka Bandara,male,100,2
Arjuna,Arjuna,male,100,61
Prasad,Prasad,male,99,282
Kshenuka,,,,
Abd-al-Fatah al  Abd-al-Rahman,Al,male,95,19
Mohamed Hamdan Dagalo,Mohamed Hamdan,male,99,2303
Shameldin,,,,
Yasir Abdel Rahman Hassan Al,Yasir Abdel Rahman Hassan Al,male,97,764
Hassan Mohamed  Gady,Hassan Mohamed,male,99,2830
Siddiq  Kafi,Siddiq Kafi,male,100,8
Aisha  al-Saeed,Aisha,female,100,30
Mohamed Osman Hassan al,Mohamed Osman Hassan Al,male,98,3335
Mohammed al  Suleiman,Mohammed Al Suleiman,male,98,1956
Raja  Issa Abdul-Masseh,Raja Issa,male,53,17
Eissa Osman,Eissa Osman,male,98,497
Omer,Omer,male,98,685
Faisal Mohamed,Faisal Mohamed,male,99,2376
Jamal  Ibrahim,Jamal Ibrahim,male,98,531
Yousef Adam Al,Yousef Adam Al,male,99,282
Ibrahim Ahmed Al,Ibrahim Ahmed Al,male,98,2737
Asmaa Mohamed,Asmaa Mohamed,male,98,2312
Mohamed Al-Amin Al,Mohamed Al,male,99,2314
Nasr-Eddin,Nasr,male,100,33
Akram Ali Al,Akram Ali Al,male,98,840
Intsar Al-Zain,Intsar,female,75,4
Madani Abbas,Madani Abbas,male,95,77
Hashim Tahir Shiekh,Hashim Tahir,male,99,161
Al-Teraifi,Al,male,95,19
Lina Al-Sheikh,Lina,female,100,24
Alam al-Din Abdallah,Alam Abdallah,male,99,89
Yaser Abbas Mohamed,Yaser Abbas Mohamed,male,99,2399
Walla Isam Al,Walla Isam Al,male,93,99
Abdullah Ahmed,Abdullah Ahmed,male,99,2320
Omar Ahmed Mohammad,Omar Ahmed Mohammad,male,98,2530
Desire Delano,Delano,male,100,4
Ashwin,Ashwin,male,100,2
Lekhram,Lekhram,male,100,21
Ronni,Ronni,male,71,591
Lilian,Lilian,female,100,3
Gillmore,Gillmore,male,83,6
Yldiz,Yldiz,female,75,4
Faizel Mohamed,Faizel,male,100,2
Soewarto,,,,
Regilio,Regilio,male,97,32
Antoine,Antoine,male,99,33499
Cristien,Cristien,male,75,24
Roline,Roline,female,90,51
Lalinie,Lalinie,female,75,4
Glenn,Glenn,male,100,8
Niermala Sakoentala,Niermala,female,100,5
Henry Leonard,Henry,male,100,3
Carl,Carl,male,99,1145
Stefan,Stefan,male,99,4248
Lena,Lena,female,99,2555
Amanda,Amanda,female,99,1576
Eva,Eva,female,99,2605
Anders,Anders,male,99,6318
Hans,Hans,male,99,1531
Magdalena,Magdalena,female,99,280
Per,Per,male,99,2986
Ann,Ann,female,98,834
Asa,Asa,female,96,25
Matilda,Matilda,female,99,782
Tomas,Tomas,male,99,1991
Mikael,Mikael,male,99,4963
Morgan,Morgan,male,99,495
Jennie,Jennie,female,99,855
Ardelan,Ardelan,male,75,4
Karin,Karin,female,99,1743
Bjorn Olof,Bjorn Olof,male,99,557
Ueli,Ueli,male,97,253
Simonetta,Simonetta,female,83,6
Viola,Viola,female,94,51
Walter,Walter,male,99,571
Juerg,Juerg,male,100,74
Bashar al,Bashar Al,male,97,276
Imad Muhammad Dib,Imad Muhammad,male,98,299
Walid al,Walid Al,male,98,93
Umar Ibrahim,Ibrahim,male,99,192
Hassan al,Hassan Al,male,97,305
Ali Abdallah,Ali Abdallah,male,98,743
Abdallah al,Abdallah Al,male,99,69
Adib,Adib,male,100,14
Hazwan al,Al,male,96,23
Muhammad Zuhair,Muhammad Zuhair,male,99,205
Mamun,Mamun,male,97,1007
Nizar Wehbe,Nizar,male,98,52
Atif,Atif,male,75,4
Muhammad Walid,Muhammad Walid,male,99,269
Mohamed Mazen Ali,Mohamed Mazen Ali,male,98,1210
Muhammad Imad Abdallah,Muhammad Imad Abdallah,male,98,345
Muhammad Ibrahim al,Muhammad Ibrahim Al,male,99,414
Najm Hamad al,Najm Hamad Al,male,98,44
Hussein,Hussein,male,98,85
Mansur Fadlallah,Mansur,male,100,3
Muhammad Abd al-Sattar al,Muhammad Abd Al,male,99,440
Rima al,Rima Al,female,66,70
Bashar Riyad,Bashar Riyad,male,98,265
Nabil al,Nabil Al,male,98,95
Salwa,Salwa,female,100,13
Wafiqa,Wafiqa,female,100,2
Rafia,Rafia,female,75,4
Dureid,Dureid,male,100,4
Ing-wen,Ing-Wen,female,56,2480
Chien-jen,Chien-Jen,female,87,12910
Chuan,Chuan,male,81,372
Hsi-yao,Hsi-Yao,male,74,2005
Mei-ling,Mei-Ling,female,100,30
Keh-her,Keh-Her,male,68,465
Yu-hsieh,Yu-Hsieh,male,63,3566
Chen-yuan,Chen-Yuan,male,62,7239
Po-ya,Po-Ya,male,64,2240
Jin-lin,Jin-Lin,male,55,11195
Hau-min,Hau-Min,male,66,5653
Jia-chyuan,Jia-Chyuan,female,65,1438
Li-chiun,Li-Chiun,female,53,4172
Jong-chin,Jong-Chin,male,74,2088
Wen-chung,Wen-Chung,male,100,4
Yu-jer,Yu-Jer,male,69,4117
Jau-shieh,Jau-Shieh,male,88,153
Tzou-yien,Tzou-Yien,male,58,33
Jiunn-rong,Jiunn-Rong,male,55,615
Ching-hsiang,Ching-Hsiang,male,100,4
Fong-yu,Fong-Yu,male,63,3911
Shih-kuan,Shih-Kuan,male,72,421
Hung-duen,Hung-Duen,male,95,4969
Tan,Tan,male,74,6978
Jing-sen,Jing-Sen,female,57,4279
Tain-jy,Tain-Jy,male,67,607
Jan-yau,Jan-Yau,male,92,104221
Mei-chu,Mei-Chu,female,73,3610
Wan-i,Wan-I,male,65,3295
Jun-ji,Jun-Ji,male,84,11461
Hung-mo,Hung-Mo,male,86,12985
Tsung-tsong,Tsung-Tsong,male,90,48
Chi-hung,Chi-Hung,male,92,12
Shou-shing,Shou-Shing,male,78,384
chou,Chou,female,62,1347
Chung-wei,Chung-Wei,male,91,11
Yung-te,Yung-Te,male,80,1753
Yuan-ching,Yuan-Ching,male,51,2470
Tzer-ming,Tzer-Ming,male,77,2699
Ning-jye,Ning-Jye,female,72,1980
Ying-yuan,Ying-Yuan,female,73,4951
Kung-wha,Kung-Wha,female,67,1402
Hsiao-yueh,Hsiao-Yueh,male,63,113
Shyr-hau,Shyr-Hau,male,71,735
Hsin-hsing,Hsin-Hsing,male,61,196
Hong-mo,Hong-Mo,male,69,11944
Shying-jow,Shying-Jow,male,87,223
Shiow-ming,Shiow-Ming,male,77,2695
Jeng-yi,Jeng-Yi,male,61,1644
Fai-nan,Fai-Nan,female,66,4530
Shuo-tai,Shuo-Tai,male,74,2287
Emomali,,,,
Qohir,,,,
Davlatali,Davlatali,male,75,4
Azim,Azim,male,100,12
Mahmadtoir,,,,
Izzatullo,Izzatullo,male,100,2
Shamsiddin,Shamsiddin,male,100,3
Sherali,Sherali,male,100,8
Nematullo,Nematullo,male,75,4
Nuriddin,Nuriddin,male,100,8
Usmonali,Usmonali,male,75,4
Fayziddin,,,,
Sirojiddin,Sirojiddin,male,75,4
Nasim,Nasim,male,100,8
Zarobiddin,,,,
Ramazon,Ramazon,male,100,3
Sumangul,,,,
Khudoyor,,,,
Farrukh,Farrukh,male,100,26
Saymumin,,,,
Yusuf,Yusuf,male,100,9
Sherkhon,,,,
Jamshed,Jamshed,male,100,42
Farhod,Farhod,male,100,20
Mahmadamin,,,,
John Pombe,John,male,99,909
Samia Hassan,Samia Hassan,male,98,311
Kassim Majaliwa,Kassim Majaliwa,male,98,124
Ali Mohamed,Ali Mohamed,male,100,2
Hussein Ali,Hussein Ali,male,98,438
Sospeter Mwijarubi,Sospeter,male,97,31
Augustine Phillip,Augustine Phillip,male,99,67
Ummy Ally,Ummy,female,93,15
Mwigulu,Mwigulu,male,75,4
Charles John,Charles John,male,99,1363
Nape Mosses,Mosses,male,100,39
Harrison George,Harrison George,male,99,462
William Vangimembe,William,male,98,243
Jumanne,Jumanne,male,100,72
Gerson,Gerson,male,100,6
Makame Mnyaa,Makame,male,100,17
George Boniface,George Boniface,male,99,531
January Yussuph,January Yussuph,male,100,23
Abdallah Saleh,Abdallah Saleh,male,98,273
George Mcheche,George,male,99,444
Benno,Benno,male,100,6
Wilson,Wilson,male,99,69
Tuvako Nathaniel,Nathaniel,male,100,13
Wachiralongkon,,,,
Chan-ocha,Chan-Ocha,male,82,373
Wongsuwan,Wongsuwan,unknown,50,2
Chatusiphithak,,,,
Laksanawisit,,,,
Chanwirakun,,,,
Kruea-ngam,Ngam,female,78,9
Lippataphanlop,,,,
Changmongkhon,,,,
Sri-on,Sri-On,female,79,119
Khunpluem,,,,
Punnakan,Punnakan,male,75,4
Thipsuwan,,,,
Sonthichirawong,,,,
Sawanayon,,,,
Pramudwinai,,,,
Mesinsi,,,,
Cheungrungrueangkit,,,,
Paochinda,,,,
Thepsuthin,,,,
Sonakun,,,,
Sinlapa-acha,Acha,male,64,11
Krairoek,Krairoek,male,100,2
Ratchakitprakan,,,,
Chitchop,,,,
Santiprabhob,,,,
Thongphakdi,,,,
Siwihok,,,,
Mari,Mari,female,75,4
Estanislau da,Estanislau,male,75,4
Antonio da,Antonio,male,100,19
Dionisio Babo,Dionisio,male,100,2
Hermenegildo  Agio,Hermenegildo,male,100,2
Cirilo Jose,Jose,male,97,39
Joao Cancio,Joao Cancio,male,100,22
Santina,Santina,female,75,4
Hernani,Hernani,male,97,552
Maria do Ceu Sarmento Pina da,Maria,female,100,14
Longuinhos,Longuinhos,male,75,4
Ivo,Ivo,male,100,2
Gastao de,Gastao,male,75,4
Isabel Amaral,Isabel,female,100,3
Jorge da Conceicao,Jorge,male,100,7
Francisco Kalbuady,Francisco,male,100,18
Domingos Sarmento,Domingos,male,100,17
Maria Helena Lopes de Jesus,Maria,female,100,14
Faure,Faure,male,100,2
Komi,Komi,male,99,181
Ouro Koura,Ouro Koura,male,93,14
Victoire Sidemho,Victoire,female,94,64
Bernadette Essossimna,Bernadette Essossimna,female,89,28
Guy Madje,Guy Madje,male,94,90
Andre,Andre,male,100,37
Komlan Edo Robert,Komlan Edo Robert,male,98,298
Octave Nicoue,Octave,male,100,11
Ninsao,,,,
Pius,Pius,male,98,1380
Cina,Cina,female,64,238
Dederiwe,,,,
Komi Paalamwe,Komi,male,99,181
Damehane,,,,
Tchabinandi,,,,
Payadawa,,,,
Fiatuwo Kwadjo,Kwadjo,male,95,41
Georges Kwawu,Georges,male,100,114
Kossi,Kossi,male,98,302
Batienne,,,,
Elliott,Elliott,male,100,2
Nakpah,,,,
Frederic Edem,Frederic Edem,male,95,438
Kokou,Kokou,male,98,230
Tupou,Tupou,female,100,3
Pohiva,Pohiva,male,75,4
Sione Vuna,Sione,male,95,19
Tevita,Tevita,male,100,13
Siaosi  Ofakivahafolau,Siaosi,male,100,2
Amelia,Amelia,female,100,2
Tukui'aulahi,,,,
Akosita,Akosita,female,75,4
Vatau,Vatau,male,75,4
MAÃ¢â  â   TukuiÃ¢â  â  aulahi, Â    Â ,male,64,25
Poasi Mataele,Mataele,male,67,3
Samiu Kuita,Samiu,male,85,13
Linda Simiki,Linda,female,100,3
Sione Ngongo,Sione,male,95,19
Viliami Va'inga,Viliami,male,100,4
Judge Paula-Mae,Judge,male,100,78
Lincoln,Lincoln,male,100,8
Maxie,Maxie,male,52,190
Nyan Gadsby,Nyan Gadsby,male,78,229
Colm,Colm,male,99,588
Dennis,Dennis,male,100,4
Terrence,Terrence,male,100,6
Jennifer,Jennifer,female,100,17
Ancil,Ancil,male,100,3
Franklin,Franklin,male,100,2
Cherrie-Ann,Cherrie-Ann,female,100,9
Shamfa,,,,
Randall,Randall,male,100,5
Fitzgerald,Fitzgerald,male,75,4
Faris,Faris,male,75,4
Alvin,Alvin,male,100,7
Anthony Wayne Jerome,Anthony Wayne Jerome,male,98,113
Penelope,Penelope,female,100,12952
Beji,Beji,male,87,38
Youssef,Youssef,male,98,1197
Mohamed Zine El,Mohamed Zine El,male,99,10142
Abdelkarim,Abdelkarim,male,100,89
Zied,Zied,male,99,2336
Hatem,Hatem,male,99,1418
Faouzi,Faouzi,male,99,579
Riadh,Riadh,male,99,1517
Ridha,Ridha,male,99,1076
Khemaies,Khemaies,male,97,32
Imed,Imed,male,98,1609
Slim,Slim,male,99,1844
Slim Feriani,Slim Feriani,male,98,1852
Hichem,Hichem,male,99,1644
Ghazi,Ghazi,male,99,391
Taoufik,Taoufik,male,98,432
Iyed,Iyed,male,98,80
Mehdi Ben,Mehdi Ben,male,98,85
Mabrouk,Mabrouk,male,94,298
Selma Elloumi,Selma Elloumi,female,93,89
Radhouane,Radhouane,male,98,111
Naziha,Naziha,female,100,54
Majdouline,Majdouline,female,90,10
Marouane,Marouane,male,99,115
Faycal,Faycal,male,99,96
Mohamed Khaled,Mohamed Khaled,male,100,2
Recep Tayyip,Recep Tayyip,male,92,25
Fuat,Fuat,male,96,5930
Bekir,Bekir,male,96,10436
Mehmet,Mehmet,male,100,65535
Fatih,Fatih,male,97,58275
Murat,Murat,male,100,65535
Zehra Zumrut,Zehra Zumrut,female,96,5719
Mevlut,Mevlut,male,96,922
Fahrettin,Fahrettin,male,97,2051
Suleyman,Suleyman,male,97,2593
Abdulhamit,Abdulhamit,male,98,168
Hulusi,Hulusi,male,96,805
Ziya,Ziya,male,96,3217
Ruhsar,Ruhsar,female,94,31
Mehmet Cahit,Mehmet Cahit,male,100,7
Berat,Berat,male,95,3792
Serdar,Serdar,male,97,32807
Feridun Hadi,Feridun Hadi,male,96,1567
Gurbanguly,,,,
Bahargul,Bahargul,female,100,2
Purli,Purli,male,75,4
Bayramgeldi,Bayramgeldi,male,75,4
Cary,Cary,male,75,4
Myratgeldi,Myratgeldi,male,75,4
Rasit,Rasit,male,75,4
Gocmyrat,,,,
Esenmyrat,,,,
Carymyrat,,,,
Magtymguly,Magtymguly,male,100,2
Soyencnazar,,,,
Atageldi,Atageldi,male,100,2
Begenc,Begenc,male,100,5
Mammetmyrat,,,,
Myrat,Myrat,male,97,30
Batyr,Batyr,male,100,31
Nurmuhammet,Nurmuhammet,male,100,2
Tahyrberdi,,,,
Mammethan,,,,
Begmyrat,Begmyrat,male,100,2
Muhammetseyit,,,,
Yaylym,,,,
Azat,Azat,male,100,31
Orazdurdy,,,,
Resul,Resul,male,100,7
Orazmyrat,Orazmyrat,male,75,4
Dayanc,Dayanc,male,100,4
Turkmengaz Myrat,Myrat,male,97,30
Merdan,Merdan,male,100,47
Meret,Meret,male,100,2
Aksoltan,Aksoltan,female,75,4
Iakopa Italeli,,,,
Kausea,,,,
Minute,,,,
Timi,Timi,female,54,2596
Seve,Seve,female,55,565
Isaia,Isaia,male,89,131
Katepu,,,,
Ampelosa,,,,
Nielu,,,,
Aunese Makoi,Makoi,male,94,17
Yoweri Kaguta,Yoweri Kaguta,male,100,7
Ruhakana,,,,
Kirunda,Kirunda,male,91,22
Mary Busingye Karooro,Mary Busingye,female,95,198
Vincent Bamulangaki,Vincent,male,99,140
Adolf,Adolf,male,100,7
Hilary,Hilary,male,100,11
Kahinda,Kahinda,female,75,4
Janet Museveni,Janet,female,98,61
Sam Kutesa,Sam Kutesa,male,99,319
Jeje,Jeje,male,75,4
Ephraim,Ephraim,male,100,21
Betty,Betty,female,98,123
Esther  Mbulakubuza,Esther,female,97,200
Muruli,Muruli,male,97,31
Elioda,,,,
Elly,Elly,male,94,51
Amelia Anne,Amelia Anne,female,100,78
Tom,Tom,male,96,141
Katumba,Katumba,male,88,51
Mull Sebujja,Mull,male,77,22
Adonia,Adonia,male,100,4
Volodymyr,Volodymyr,male,100,644
Dmytro,Dmytro,male,100,553
Oleksiy,Oleksiy,male,100,129
Mykhaylo,Mykhaylo,male,98,53
Alyona,Alyona,female,98,255
Andriy,Andriy,male,99,973
Tymofiy,Tymofiy,male,100,3
Oksana,Oksana,female,98,1920
Vadym,Vadym,male,100,209
Zoryana,Zoryana,female,98,52
Vladyslav,Vladyslav,male,100,122
Denys,Denys,male,100,248
Yuliya,Yuliya,female,96,465
Oleksandr,Oleksandr,male,100,709
Yakiv,Yakiv,male,75,4
bin Zayid Al Nuhayyan,Bin Zayid Al,male,95,424
Al Maktum,Al,male,94,334
Muhammad Abdallah al,Muhammad Abdallah Al,male,98,1534
Thani bin Ahmad al,Thani Bin Ahmad Al,male,98,2142
Essa Buhumaid,Essa,male,99,150
bint Muhammad al-Kabi,Bint Muhammad,male,97,1127
al-Qasimi,Al,male,94,334
Sultan bin Said al,Sultan Bin Said Al,male,98,1159
Hussain Ibrahim al,Hussain Ibrahim Al,male,98,1211
bin Muhammad al-Mazrui,Bin Muhammad,male,99,1193
Rashid Ahmad bin,Rashid Ahmad Bin,male,98,2383
bin Rashid Al Maktum,Bin Rashid Al,male,97,1011
bint Khalfan al-Rumi,Bint Khalfan,male,68,69
Abd al-Rahman Muhammad al,Abd Muhammad Al,male,98,1498
bin Mubarak Al Nuhayyan,Bin Mubarak Al,male,96,519
Nasser bin Thani al,Nasser Bin Thani Al,male,97,774
