Country,Year,Month,Branch,Position,Name,Status,Gender,File,CIA Updated,Created
Albania,2020,June,NA,Min. of Protection of Entrepreneurs,Sonila QATO,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Albania,2020,June,NA,Min. of Relations With Parliament,Ermonela FELAJ,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Albania,2020,June,NA,Min. of Tourism & Environment,Blendi KLOSI,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Albania,2020,June,NA,Min. of Transport & Infrastructure,Edmond HAXHINASTO,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Albania,2020,June,NA,Min. of Urban Development,Eglantina GJERMENI,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Albania,2020,June,NA,Min. of Youth & Social Welfare,Blendi KLOSI,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Albania,2020,June,NA,"Governor, Bank of Albania",Gent SEJKO,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Albania,2020,June,NA,Ambassador to the US,Floreta FABER,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Albania,2020,June,NA,"Permanent Representative to the UN, New York",Besiana KADARE,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Algeria,2020,June,NA,Pres.,Abdelmadjid TEBBOUNE,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Prime Min.,Abdelaziz DJERAD,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Agriculture & Rural Development,Cherif OMARI,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Commerce,Kamel REZIG,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Communication,Ammar BELHIMER,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Culture,Malika BENDOUDA,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Energy,Mohamed ARKAB,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Environment & Renewable Energies,Mohamed ARKAB,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Finance,Abderrahmane RAOUIA,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Fishing & Fishery,Sid Ahmed FERROUKHI,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Foreign Affairs & Intl. Cooperation,Sabri BOUKADOUM,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,"Min. of Health, Population, & Hospital Reform",Abderrahmane BENBOUZID,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Higher Education & Scientific Research,Chems-Eddine CHITOUR,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,"Min. of Housing, Urban Planning, & the City",Kamel NASRI,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Industry & Mines,Ferhat Ait Ali BRAHAM,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Interior & Local Govts.,Kamel BELJOUD,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Justice & Keeper of the Seals,Belkacem ZEGHMATI,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,"Min. of Labor, Employment, & Social Security",Ahmed Chawki Fouad Acheuk YOUCEF,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,"Min. of Micro-Enterprise, Startups, & the Knowledge Economy",Yassine DJERIDENE,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of National Defense,Abdelmadjid TEBBOUNE,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,"Dep. Min. of National Defense & Chief of Staff, People's National Army",Said CHENGRIHA (Acting),Acting,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of National Education,Mohamed OUADJAOUT,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,"Min. of National Solidarity, Family, & Women's Affairs",Kaoutar KRIKOU,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,"Min. of Post, Information Technologies, & Communications",Brahim BOUMZAR,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Public Works & Transport,Farouk CHIALI,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Relations With the Parliament,Bessma AZOUAR,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Religious Affairs & Endowments,Youcef BELMEHDI,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Tourism & Handicrafts,Hacene MERMOURI,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Vocational Training & Education Professionals,Hoyam BENFRIHA,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of War Veterans (Moudjahidine),Tayeb ZITOUNI,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Water Resources,Arezki BERRAKI,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Min. of Youth & Sports,Sid Ali KHALDI,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Sec. Gen. of the Govt.,Yahia BOUKHARI,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,"Governor, Central Bank",Benabderrahmane AYMANE,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,Ambassador to the US,Madjid BOUGUERRA,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Algeria,2020,June,NA,"Permanent Representative to the UN, New York",Sofiane MIMOUMI,Titular,NA,June2020ChiefsDirectory.pdf,6-Mar-20,10/13/2021 3:35
Andorra,2020,June,NA,Head of State (Co-Prince),Emmanuel MACRON,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Andorra,2020,June,NA,Head of State (Co-Prince),"Joan-Enric VIVES i SICILIA, Bishop",Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Andorra,2020,June,NA,Head of Govt.,Antoni MARTI Petit,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Andorra,2020,June,NA,Min. of Civil Service & Admin. Reform,Eva DESCARREGA Garcia,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Andorra,2020,June,NA,"Min. of Culture, Youth, & Sports",Olga GELABERT FABREGA,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Andorra,2020,June,NA,Min. of Education & Higher Education,Eric JOVER COMAS,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Andorra,2020,June,NA,"Min. of Environment, Agriculture, & Sustainability",Silvia CALVO ARMENGOL,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Andorra,2020,June,NA,Min. of Finance,Jordi CINCA Mateos,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Andorra,2020,June,NA,Min. of Foreign Affairs,Gilbert SABOYA Sunye,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Andorra,2020,June,NA,Min. of Health,Carles ALVAREZ MARFANY,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Andorra,2020,June,NA,"Min. of Social Affairs, Justice, & Interior",Xavier ESPOT Zamora,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Andorra,2020,June,NA,Min. of Territorial Planning,Jordi TORRES FALCO,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Andorra,2020,June,NA,Min. of Tourism & Commerce,Francesc CAMP Torres,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Andorra,2020,June,NA,Ambassador to the US,Elisenda VIVES BALMANA,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Andorra,2020,June,NA,"Permanent Representative to the UN, New York",Elisenda VIVES BALMANA,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Angola,2020,June,NA,Pres.,Joao Manuel Goncalves LOURENCO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Vice Pres.,Bornito De Sousa Baltazar DIOGO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Agriculture & Fisheries,Antonio Francisco de ASSIS,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Commerce,Victor Francisco dos Santos FERNANDES,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,"Min. of Culture, Tourism, & Environment",Adjany COSTA,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Education,Ana Paula ELIAS,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Energy & Water,Joao Baptista BORGES,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of External Relations,Tete ANTONIO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Family & Women Promotion,Victoria Francisco Correia CONCEICAO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Finance,Vera DAVES,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Health,Silvia Paula Valentim LUTUCUTA,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Higher Education,Maria Do Rosario Braganca SAMBO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Industry & Trade,Victor Francisco dos Santos FERNANDES,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Interior,Eugenio Cesar LABORINHO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Justice & Human Rights,Francisco Manuel Monteiro DE QUEIROZ,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Mineral Resources and Petroleum,Diamantino Pedro AZEVEDO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of National Defense & Veterans Affairs,"Joao Ernesto DOS SANTOS ""Liberdade""",Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Parliamentary Affairs,Rosa Luis de Sousa MICOLO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,"Min. of Public Admin., Employment, & Social Security",Antonio Rodrigues Afonso PAULO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Public Works & Planning,Manuel Tavares DE ALMEIDA,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Science & Technology,Maria Candida TEIXEIRA,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Social Communication,Nuno dos Anjos Caldas ALBINO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of State & Head of the Security House of the Pres. of the Republic,Pedro SEBASTIAO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,"Min. of Telecommunications, Information Technology, & Social Communication",Manuel Gomes da Conceicao HOMEM,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Territorial Admin.,Marcy LOPES,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Transport,Ricardo Daniel Sandao Viegas de ABREU,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Urbanism & Housing,Branca Manuel da Costa Neto do ESPIRITO SANTO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Welfare & Social Reintegration,Joao Baptista KUSSUMUA,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of Youth & Sports,Ana Paula Sacramento NETO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,"Min. in the Office of the Presidency, Civil Affairs",Frederico Manuel Dos Santos e Silva CARDOSO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Min. of State for Economic and Social Development,Manuel Jose Nunes JUNIOR,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Sec. of the Council of Ministers,Adao de ALMEIDA,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,"Governor, National Bank of Angola",Jose de Lima MASSANO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Attorney Gen.,Helder Fernando Pitta GROS,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,Ambassador to the US,Joaquim do ESPIRITO SANTO,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Angola,2020,June,NA,"Permanent Representative to the UN, New York",Maria de Jesus dos Reis FERREIRA,Titular,NA,June2020ChiefsDirectory.pdf,21-Apr-20,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,Governor Gen.,Rodney WILLIAMS,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,Prime Min.,Gaston BROWNE,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,Senior Min.,Lester BIRD,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,"Min. of Agriculture, Fisheries, & Barbuda Affairs",Dean JONAS,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,"Min. of Education, Science, & Technology",Michael BROWNE,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,Min. of Finance & Corporate Governance,Gaston BROWNE,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,"Min. of Foreign Affairs, Immigration, & Intl. Trade",Paul GREENE,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,"Min. of Health, Wellness, & the Environment",Molwyn JOSEPH,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,"Min. of Housing, Lands, & Urban Renewal",Maria BROWNE,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,"Min. of Information, Broadcasting, Telecommunications, & Information Technology",Melford NICHOLAS,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,"Min. of Legal Affairs, Public Safety, & Labor",Steadroy BENJAMIN,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,"Min. of Public Utilities, Civil Aviation, & Energy",Robin YEARWOOD,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,Min. of Social Transformation & Human Resource Development,Samantha Nicole MARSHALL,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,"Min. of Sports, Culture, National Festivals, & the Arts",Daryll MATHEW,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
Antigua and Barbuda,2020,June,NA,Min. of Tourism & Economic Development,Charles FERNANDEZ,Titular,NA,June2020ChiefsDirectory.pdf,N/A,10/13/2021 3:35
